"wir_id","incident_date","species","confirmed_category","behavior_observed","incident_status","county_name","latitude","longitude"
"WIR-2022-000093","1/10/2022 0:00","Black Bear","General Nuisance","This is the third time in 2 weeks that we have had the bear(s) on our property getting into our garbage, grill, and now putting its paws on the windows looking into the building. We live on the property and we have livestock as well. We are concerned about this consistent and now more aggressive behavior.","Active","Napa",38.3664426,"-122.2479019"
"WIR-2022-000092","1/10/2022 0:00","Black Bear","General Nuisance","This is now the third time in the past 2 weeks that we have encountered the bear(s) on our property. They go through the trash, broke into our grill and broke into the mouse traps around the building. We have been using mitigation measures such as spraying the grill with bleach, spraying the garbage with bleach, etc. The bear(s) seem to be getting more aggressive as we are now finding paw prints on our windows and are concerned that the bear(s) may try and get into the building where we are!","New","Napa",38.366308,"-122.2478804"
"WIR-2022-000090","1/10/2022 0:00","Black Bear","General Nuisance","Raiding trash receptacles multiple times","Closed","Ventura",34.4361649,"-119.2588313"
"WIR-2022-000059","1/6/2022 0:00","Black Bear","Sighting",NA,"Closed","Nevada",39.2127795,"-121.0242396"
"WIR-2022-000047","1/5/2022 0:00","Black Bear","Depredation","Incident #1 (14  birds lost  + structure invasion, damage) week of November 21, reported to Eureka F&W office by both phone and email w/ pics, after return from NC week of Dec.5). No return contact ever received.  Door trim pulled off from coop main entry door (no entry because solid door, latched), tore exterior fencing from 2 separate chicken pens (successful entry at both), tore paneling from inner pen wall to get into nest box room,  boxes torn from walls, roosts destroyed. General terrorism and death. No full bodies ever found, only feather piles in woods  Report of neighbors (on Sorrel Ridge Rd., Gavin Rd, S. Wonderstump) also losing animals (last weeks of December), same m.o.  Incident #2: January 5, killed 4 of 5 replacement birds, further structure destruction. Plywood panel screwed on to repair previous damage showed unsuccessful entry attempt, a different section of heavy duty fencing had been ripped open, double-pane window panel on end of pen broken. Bear evidently pried pane free of aluminum retaining strips (strips were on ground outside w/ claw/bite marks), window then slid from frame, broke on hitting ground? Access thru window, egress through wall panel fencing. Also RE-destroyed repaired interior pen wall (attempted access to nest box room).","Active","Del Norte",41.8239055,"-124.1475829"
"WIR-2022-000025","1/4/2022 0:00","Black Bear","General Nuisance","Bear was reported near one of the dormitories but the security team had no visuals.","New","Los Angeles",34.1254745,"-117.7394985"
"WIR-2022-000023","1/3/2022 0:00","Black Bear","Depredation","Bear is breaking into locked outbuildings looking for food.","Active","Fresno",37.0672301,"-119.4132818"
"WIR-2022-000013","1/1/2022 0:00","Black Bear","Depredation","A bear destroyed 8 of my chicken coops and killed and ate 12 of my chickens. I observed bear prints around the coops. The bear came around 01/01/2022 and 01/02/2022 and damaged and killed my chickens","Active","Del Norte",41.8295478,"-124.1622427"
"WIR-2021-004998","12/30/2021 0:00","Black Bear","Depredation","Bear tore open vent under my house while I was away, entered the crawlspace, and broke the natural gas supply line between 10pm and 11pm the evening of Dec 30th. Bear broke the kitchen window over the sink, entered, destroyed the refrigerator and multiple cabinets, consuming, breaking or spoiling most of the contents of the kitchen. Bear entered every room on the ground floor, doing mischief. Bear turned on kitchen electric stove burner and knocked items onto it that created an ignition hazard. This condition could have resulted in a gas explosion and house fire.  SoCalGas noticed the gas leak and shut off gas service Jan 2, 2022. My kitchen window was boarded up by helpful neighbors that day, but bear broke through and re-entered the next night, leaving the kitchen faucet running and sink clogged, causing flooding damage to kitchen and dining room.  I returned Jan 3. On Jan 5th at 5am, bear woke me by knocking some items down outside my kitchen door. I observed it by flashlight. It proceeded to try the improved kitchen window board-up, without succeeding in gaining entry.","Closed","Los Angeles",34.1809138,"-118.0790395"
"WIR-2021-004996","12/27/2021 0:00","Black Bear","General Nuisance","RP reported a black bear that has been seen on the property for the past month prior to the call to dispatch on 12/27. The animal has been getting into his hay pile, walking around the house, pushing over trash cans/feed, and tried to get into his chicken coop unsuccessfully.","Active","Ventura",34.4360051,"-119.2461282"
"WIR-2021-004990","12/29/2021 0:00","Black Bear","Depredation","On evening of 12/29/21, 2 bears broke into chicken coop and killed all 6 chickens. RP witnessed 2 yearlings in the act. Bears have since been back on RP's deck every night despite coop/feed/garbage/recycling/attractants being cleaned up and RP and neighbors having shot in the bears' direction","Active","El Dorado",38.7177018,"-121.0123466"
"WIR-2021-004982","12/31/2021 0:00","Black Bear","General Nuisance","Between November and December 2021, we've had 3 specific troubling incidents of a bear climbing up the stairs of our deck, knocking over the iron rod deck furniture and damaging our barbecue.  We also found a paw print on our sliding glass door and  have noticed an increase in broken tree limbs in our yard.  And, a bear has been seen during the day traveling in the brush below the house.    We have lived at this location for about 40 years and have taken necessary and reasonable precautions to remove attractants.  But this bear seems to be getting more aggressive.  We would appreciate your advice and help.  Margaret and Jerry Loscalzo","New","El Dorado",38.9092043,"-120.9818394"
"WIR-2021-004977","12/30/2021 0:00","Black Bear","General Nuisance","Adult Black Bear and cub have visited our neighborhood on several occasions since mid-summer 2021, mostly at night. Once, on 25 Sep 2021 @ 1:30pm, they climbed over a fence into a neighbor's back yard to rummage garbage cans, then scaled a different fence to swim in the pool at an adjacent home before climbing over a third fence and descended into the adjoining canyon. Their visits are becoming more frequent. After an absence of about two-weeks: •	Monday, 27Dec2021 @ ~1:30am they tipped over several trash containers on Arnell and Boston that had been placed in the street for our regular Monday garbage collection. •	Thursday, 30Dec2021, they visited three times – 5:00am, 6:15am and again at 9:00pm – during the rainstorm, to rummage the garbage cans of my adjoining neighbor’s home.  This adult bear evidences habituation to our neighborhood – she no longer flees when I put a spotlight on her. And her cub is learning from her. Unless we can intervene, this is not going to end well for either the bears and/or my neighbors.","Closed","Los Angeles",34.2498247,"-118.2597823"
"WIR-2021-004959","12/29/2021 0:00","Black Bear","Depredation","The bear tipped over 12 bee hives.","Active","Mariposa",37.4422816,"-119.7376129"
"WIR-2021-004957","12/28/2021 0:00","Black Bear","General Nuisance","RP has observed the bear in the area for the better part of a year.  Bear is typically seen during the early morning hours before dawn.  Bear is constantly bringing trash into the yard from neighboring residences and also eating the trash from the residence when left out.","New","Del Norte",41.7621948,"-124.2223382"
"WIR-2021-004956","12/28/2021 0:00","Black Bear","Depredation","Tore off a large section of wall of chicken coop.","Active","Trinity",40.584113,"-122.9243765"
"WIR-2021-004955","12/28/2021 0:00","Black Bear","General Nuisance","Black bear observed entering crawl space underneath residents house. The bear was outside of the crawl space, but RP was looking for info to keep the animal out of the area.","Active","Los Angeles",34.2073705,"-118.1630405"
"WIR-2021-004938","12/25/2021 0:00","Black Bear","Potential Human Conflict","It opened our car door (unlocked) then tried to open our front door (locked). We scared it off after we hear the noise","New","Placer",39.3090593,"-120.3868379"
"WIR-2021-004935","12/27/2021 0:00","Black Bear","Potential Human Conflict","RP was approached by approx. 40 lbs. Black Bear cub outside his home.  RP believed the cub wanted to ""get"" RP's dog.  RP was able to retreat to his trucks bed with his dog.  The cub then moved off toward another residence.  No sow was seen in the area, so it is believed that the cub is on its own.","New","Trinity",40.9094876,"-122.7721489"
"WIR-2021-004930","12/20/2021 0:00","Black Bear","General Nuisance","She’s almost coming to my property with her 3 cubs every night, breaking the trash cans , pooping in my front yard n my driveway n I think they marked my house, I’ve babies in my house n I’m so worried about this mama bear cause they’re so aggressive because of the cubs","Active","Los Angeles",34.242352,"-118.2261193"
"WIR-2021-004928","12/24/2021 0:00","Black Bear","Potential Human Conflict","At approximately 10:00 p.m. we looked out the window and saw a black bear walking down our front steps. The bear defecated at the bottom of the steps and then started walking towards our neighbor's house. When I open the door the bear had gone through a cooler that had 2 gallons of orange juice in it. The bear had also opened our car door.","Closed","Placer",39.305679,"-120.3891885"
"WIR-2021-004925","12/24/2021 0:00","Black Bear","Sighting",NA,"Closed","Placer",39.3045508,"-120.3895368"
